1e-10,0.1524
3e-10,0.44318
5e-10,0.76952
7e-10,0.98061
9e-10,1.12732
1.1e-09,1.00776
1.3e-09,1.06348
1.5e-09,2.99499
1.7e-09,4.93982
1.9e-09,7.95873
2.1e-09,9.90453
2.3e-09,10.89078
2.5e-09,10.56248
2.7e-09,10.85646
2.9e-09,8.93234
3.1e-09,8.07094
3.3e-09,6.00397
3.5e-09,4.10511
3.7e-09,3.2735
3.9e-09,2.68624
4.1e-09,1.78778
4.3e-09,1.11862
4.5e-09,1.07122
4.7e-09,0.61365
4.9e-09,0.61947
5.1e-09,0.67473
5.3e-09,0.25925
5.5e-09,0.18082
5.7e-09,0.44587
5.9e-09,0.0
6.1e-09,0.09461
6.3e-09,0.19
6.5e-09,0.10472
6.7e-09,0.0
6.9e-09,0.34009
7.1e-09,0.23355
7.3e-09,0.0
7.5e-09,0.23282
7.7e-09,0.25901
7.9e-09,0.12816
8.1e-09,0.27597
8.3e-09,0.0
8.5e-09,0.0
8.7e-09,0.27671
8.9e-09,0.29247
9.1e-09,0.72689
9.3e-09,0.90435
9.5e-09,0.75888
9.7e-09,0.93757
9.9e-09,1.90523
