1e-10,0.10427
3e-10,0.35399
5e-10,0.64999
7e-10,1.02876
9e-10,1.8143
1.1e-09,3.06422
1.3e-09,3.44048
1.5e-09,4.62842
1.7e-09,5.87837
1.9e-09,6.11473
2.1e-09,5.41482
2.3e-09,4.23121
2.5e-09,4.90598
2.7e-09,3.69218
2.9e-09,2.48727
3.1e-09,2.28839
3.3e-09,1.97703
3.5e-09,1.83601
3.7e-09,0.8717
3.9e-09,1.00404
4.1e-09,0.86458
4.3e-09,0.94411
4.5e-09,0.42521
4.7e-09,0.27747
4.9e-09,0.50984
5.1e-09,0.47521
5.3e-09,0.49827
5.5e-09,0.3863
5.7e-09,0.32508
5.9e-09,0.20793
6.1e-09,0.50792
6.3e-09,0.44389
6.5e-09,0.0746
6.7e-09,0.32249
6.9e-09,0.64517
7.1e-09,0.16249
7.3e-09,0.85363
7.5e-09,0.3463
7.7e-09,0.37012
7.9e-09,0.0
8.1e-09,0.27834
8.3e-09,0.19034
8.5e-09,0.10038
8.7e-09,0.20188
8.9e-09,0.20993
9.1e-09,0.32043
9.3e-09,0.32881
9.5e-09,0.55834
9.7e-09,0.33883
9.9e-09,1.05183
