1e-10,0.08653
3e-10,0.4108
5e-10,1.01414
7e-10,3.03886
9e-10,6.15296
1.1e-09,6.66866
1.3e-09,4.18587
1.5e-09,3.35923
1.7e-09,2.21978
1.9e-09,1.1722
2.1e-09,0.57991
2.3e-09,0.63068
2.5e-09,0.34381
2.7e-09,0.30324
2.9e-09,0.23386
3.1e-09,0.12582
3.3e-09,0.17092
3.5e-09,0.18218
3.7e-09,0.19215
3.9e-09,0.15145
4.1e-09,0.08726
4.3e-09,0.04497
4.5e-09,0.18438
4.7e-09,0.14094
4.9e-09,0.13897
5.1e-09,0.15578
5.3e-09,0.38445
5.5e-09,0.17305
5.7e-09,0.0
5.9e-09,0.23885
6.1e-09,0.18488
6.3e-09,0.2517
6.5e-09,0.0
6.7e-09,0.20957
6.9e-09,0.20991
7.1e-09,0.07621
7.3e-09,0.29234
7.5e-09,0.07446
7.7e-09,0.30787
7.9e-09,0.07907
8.1e-09,0.25099
8.3e-09,0.1711
8.5e-09,0.0
8.7e-09,0.0
8.9e-09,0.0
9.1e-09,0.0
9.3e-09,0.09179
9.5e-09,0.1883
9.7e-09,0.10523
9.9e-09,0.70456
