1e-10,0.04625
3e-10,0.18057
5e-10,0.35215
7e-10,0.64482
9e-10,1.1137
1.1e-09,1.89101
1.3e-09,2.51666
1.5e-09,4.10001
1.7e-09,4.29515
1.9e-09,3.42412
2.1e-09,2.47235
2.3e-09,2.54165
2.5e-09,1.92612
2.7e-09,1.50754
2.9e-09,0.90968
3.1e-09,0.62313
3.3e-09,0.51013
3.5e-09,0.51742
3.7e-09,0.3997
3.9e-09,0.31273
4.1e-09,0.33023
4.3e-09,0.11719
4.5e-09,0.09009
4.7e-09,0.25283
4.9e-09,0.32642
5.1e-09,0.13603
5.3e-09,0.14272
5.5e-09,0.18765
5.7e-09,0.35092
5.9e-09,0.31866
6.1e-09,0.24454
6.3e-09,0.12727
6.5e-09,0.30659
6.7e-09,0.13174
6.9e-09,0.27833
7.1e-09,0.19234
7.3e-09,0.10004
7.5e-09,0.04804
7.7e-09,0.20814
7.9e-09,0.2631
8.1e-09,0.0552
8.3e-09,0.16624
8.5e-09,0.05874
8.7e-09,0.17564
8.9e-09,0.17654
9.1e-09,0.12356
9.3e-09,0.06043
9.5e-09,0.44968
9.7e-09,0.13283
9.9e-09,0.60141
