1e-10,0.09558
3e-10,0.42529
5e-10,1.11818
7e-10,2.9089
9e-10,5.26401
1.1e-09,5.65846
1.3e-09,5.89355
1.5e-09,6.31416
1.7e-09,3.68972
1.9e-09,1.91782
2.1e-09,1.11199
2.3e-09,0.7356
2.5e-09,0.80328
2.7e-09,0.4694
2.9e-09,0.56794
3.1e-09,0.07126
3.3e-09,0.31085
3.5e-09,0.32297
3.7e-09,0.38375
3.9e-09,0.22364
4.1e-09,0.42408
4.3e-09,0.34875
4.5e-09,0.20892
4.7e-09,0.4982
4.9e-09,0.39323
5.1e-09,0.17313
5.3e-09,0.18168
5.5e-09,0.38427
5.7e-09,0.1919
5.9e-09,0.13467
6.1e-09,0.28072
6.3e-09,0.43828
6.5e-09,0.22435
6.7e-09,0.15767
6.9e-09,0.23429
7.1e-09,0.0
7.3e-09,0.50873
7.5e-09,0.34494
7.7e-09,0.17986
7.9e-09,0.367
8.1e-09,0.28319
8.3e-09,0.09227
8.5e-09,0.0
8.7e-09,0.0
8.9e-09,0.0
9.1e-09,0.10807
9.3e-09,0.32408
9.5e-09,0.65398
9.7e-09,0.11444
9.9e-09,1.02395
