1e-10,0.07034
3e-10,0.16923
5e-10,0.23787
7e-10,0.34418
9e-10,0.64536
1.1e-09,0.6343
1.3e-09,0.96866
1.5e-09,1.42584
1.7e-09,1.85666
1.9e-09,2.39358
2.1e-09,2.75342
2.3e-09,3.55558
2.5e-09,4.77739
2.7e-09,5.0447
2.9e-09,5.25846
3.1e-09,4.43683
3.3e-09,4.86405
3.5e-09,4.47447
3.7e-09,3.73268
3.9e-09,3.15882
4.1e-09,2.78023
4.3e-09,2.74357
4.5e-09,1.57053
4.7e-09,1.59268
4.9e-09,1.33723
5.1e-09,1.02068
5.3e-09,1.05393
5.5e-09,1.05032
5.7e-09,0.55034
5.9e-09,0.72189
6.1e-09,0.68708
6.3e-09,0.38373
6.5e-09,0.46142
6.7e-09,0.64559
6.9e-09,0.24105
7.1e-09,0.371
7.3e-09,0.25462
7.5e-09,0.26605
7.7e-09,0.19695
7.9e-09,0.07234
8.1e-09,0.07303
8.3e-09,0.22092
8.5e-09,0.29453
8.7e-09,0.37628
8.9e-09,0.23298
9.1e-09,0.47921
9.3e-09,0.23413
9.5e-09,0.41632
9.7e-09,1.19572
9.9e-09,2.15891
