1e-10,0.05247
3e-10,0.15826
5e-10,0.2875
7e-10,0.52652
9e-10,0.59288
1.1e-09,0.8576
1.3e-09,1.06086
1.5e-09,1.40785
1.7e-09,2.15331
1.9e-09,2.4454
2.1e-09,2.97511
2.3e-09,4.36194
2.5e-09,4.06427
2.7e-09,3.84347
2.9e-09,3.44843
3.1e-09,3.55286
3.3e-09,3.53149
3.5e-09,2.84864
3.7e-09,3.3158
3.9e-09,3.11423
4.1e-09,2.38982
4.3e-09,2.23009
4.5e-09,1.86332
4.7e-09,1.43283
4.9e-09,1.3673
5.1e-09,1.40965
5.3e-09,1.34984
5.5e-09,1.21455
5.7e-09,0.98322
5.9e-09,1.0694
6.1e-09,0.8523
6.3e-09,0.72302
6.5e-09,0.37412
6.7e-09,0.27487
6.9e-09,0.66985
7.1e-09,0.35511
7.3e-09,0.18278
7.5e-09,0.36875
7.7e-09,0.13098
7.9e-09,0.06143
8.1e-09,0.20035
8.3e-09,0.20979
8.5e-09,0.20714
8.7e-09,0.28557
8.9e-09,0.29426
9.1e-09,0.52124
9.3e-09,0.60954
9.5e-09,0.78731
9.7e-09,0.48008
9.9e-09,1.29617
