1e-10,0.04891
3e-10,0.24277
5e-10,0.34092
7e-10,0.75103
9e-10,1.36078
1.1e-09,2.22464
1.3e-09,3.17614
1.5e-09,4.12905
1.7e-09,7.41172
1.9e-09,8.04893
2.1e-09,8.9256
2.3e-09,10.07813
2.5e-09,7.82214
2.7e-09,6.89883
2.9e-09,4.23941
3.1e-09,3.32148
3.3e-09,2.50858
3.5e-09,2.29068
3.7e-09,1.57238
3.9e-09,1.00714
4.1e-09,0.95096
4.3e-09,0.87166
4.5e-09,0.241
4.7e-09,0.25887
4.9e-09,0.33473
5.1e-09,0.35282
5.3e-09,0.14874
5.5e-09,0.59368
5.7e-09,0.15667
5.9e-09,0.16111
6.1e-09,0.16766
6.3e-09,0.08585
6.5e-09,0.53604
6.7e-09,0.08908
6.9e-09,0.19798
7.1e-09,0.67493
7.3e-09,0.30191
7.5e-09,0.09989
7.7e-09,0.21411
7.9e-09,0.21333
8.1e-09,0.21282
8.3e-09,0.1132
8.5e-09,0.0
8.7e-09,0.2364
8.9e-09,0.12201
9.1e-09,0.25364
9.3e-09,0.24232
9.5e-09,0.39785
9.7e-09,0.80508
9.9e-09,1.88672
