1e-10,0.07692
3e-10,0.22972
5e-10,0.35415
7e-10,0.54972
9e-10,0.72307
1.1e-09,1.17654
1.3e-09,1.74662
1.5e-09,2.26027
1.7e-09,3.34161
1.9e-09,4.0311
2.1e-09,4.10373
2.3e-09,5.6369
2.5e-09,5.83153
2.7e-09,5.83661
2.9e-09,6.64184
3.1e-09,5.07647
3.3e-09,5.39694
3.5e-09,5.63928
3.7e-09,4.89008
3.9e-09,4.18286
4.1e-09,3.42499
4.3e-09,3.1287
4.5e-09,3.21235
4.7e-09,2.18311
4.9e-09,1.75345
5.1e-09,1.76789
5.3e-09,1.70118
5.5e-09,1.37292
5.7e-09,1.08651
5.9e-09,1.26504
6.1e-09,0.79771
6.3e-09,0.82523
6.5e-09,0.30902
6.7e-09,0.39734
6.9e-09,0.41369
7.1e-09,0.33736
7.3e-09,0.08546
7.5e-09,0.35483
7.7e-09,0.18186
7.9e-09,0.09309
8.1e-09,0.0
8.3e-09,0.09774
8.5e-09,0.20435
8.7e-09,0.31175
8.9e-09,0.21268
9.1e-09,0.43793
9.3e-09,0.77801
9.5e-09,1.13771
9.7e-09,1.04332
9.9e-09,1.06162
