1e-10,0.08633
3e-10,0.29012
5e-10,0.48735
7e-10,0.66428
9e-10,0.82491
1.1e-09,0.98935
1.3e-09,1.48917
1.5e-09,2.12116
1.7e-09,3.47133
1.9e-09,5.15622
2.1e-09,5.49576
2.3e-09,5.99575
2.5e-09,5.38675
2.7e-09,4.59276
2.9e-09,2.64041
3.1e-09,2.22626
3.3e-09,2.71912
3.5e-09,2.21785
3.7e-09,2.15627
3.9e-09,2.18522
4.1e-09,1.83207
4.3e-09,1.29998
4.5e-09,1.31998
4.7e-09,1.17453
4.9e-09,1.89217
5.1e-09,2.12273
5.3e-09,1.27547
5.5e-09,1.25932
5.7e-09,1.06601
5.9e-09,1.10625
6.1e-09,1.40197
6.3e-09,1.04747
6.5e-09,1.09067
6.7e-09,0.9813
6.9e-09,0.28893
7.1e-09,0.95346
7.3e-09,0.68691
7.5e-09,0.944
7.7e-09,0.47912
7.9e-09,0.98868
8.1e-09,0.50019
8.3e-09,0.25992
8.5e-09,0.61597
8.7e-09,1.00389
8.9e-09,1.10727
9.1e-09,0.57077
9.3e-09,0.68222
9.5e-09,0.59665
9.7e-09,0.80734
9.9e-09,1.34366
