5e-10,0.18832
1.5e-09,0.54867
2.5e-09,1.09428
3.5e-09,1.61688
4.5e-09,2.86751
5.5e-09,5.63366
6.5e-09,7.9236
7.5e-09,9.12397
8.5e-09,8.4313
9.5e-09,7.5404
1.05e-08,5.85388
1.15e-08,4.53101
1.25e-08,3.25168
1.35e-08,3.40046
1.45e-08,3.42541
1.55e-08,2.42207
1.65e-08,1.94155
1.75e-08,1.70059
1.85e-08,1.79064
1.95e-08,1.55367
2.05e-08,1.28447
2.15e-08,1.421
2.25e-08,1.24715
2.35e-08,0.56778
2.45e-08,1.02139
2.55e-08,1.24466
2.65e-08,0.81979
2.75e-08,0.75724
2.85e-08,0.39385
2.95e-08,0.6047
3.05e-08,0.63484
3.15e-08,0.87426
3.25e-08,1.13193
3.35e-08,0.46491
3.45e-08,0.35864
3.55e-08,0.49742
3.65e-08,0.25119
3.75e-08,0.12892
3.85e-08,0.26787
3.95e-08,0.27355
4.05e-08,0.28179
4.15e-08,0.14997
4.25e-08,0.0
4.35e-08,0.60529
4.45e-08,1.07859
4.55e-08,0.6302
4.65e-08,0.0
4.75e-08,0.49799
4.85e-08,0.6737
4.95e-08,0.68885
